set_num,theme,name,year,pieces,minifigs,rrp_price,current_value
71402-5,Super Mario,Scaredy Rat,2022,28,mar0092,"$4.99, €3.99",
71402-6,Super Mario,Bully,2022,35,mar0087,"$4.99, €3.99",
71402-7,Super Mario,Baby Penguin,2022,29,mar0093,"$4.99, €3.99",
71402-8,Super Mario,Stingby,2022,31,mar0094,"$4.99, €3.99",
71402-9,Super Mario,Coin Coffer,2022,29,mar0089,"$4.99, €3.99",
71402-10,Super Mario,Para-Biddybud,2022,31,mar0091,"$4.99, €3.99 | More",
71402-11,Super Mario,Character Pack Series 4 - Complete,2022,293,10,,
71402-12,Super Mario,Character Pack Series 4 - Sealed Box,2022,,,,
71403-1,Super Mario,Adventures with Peach,2022,354,mar0038 mar0112 mar0113 mar0114,"$59.99, €59.99 | More",
71404-1,Super Mario,Goomba's Shoe,2022,76,mar0115,"$9.99, €9.99 | More",
71405-1,Super Mario,Fuzzy Flippers,2022,154,mar0116 mar0117,"$19.99, €24.99 | More",
71406-1,Super Mario,Yoshi's Gift House,2022,246,mar0118 mar0126,"$29.99, €34.99 | More",
71407-1,Super Mario,Cat Peach Suit and Frozen Tower,2022,494,mar0095 mar0119 mar0120,"$79.99, €69.99 | More",
71408-1,Super Mario,Peach's Castle,2022,1216,mar0121 mar0122 mar0123 mar0138 mar0139,"$129.99, €129.99 | More",
71409-1,Super Mario,Big Spike's Cloudtop Challenge,2022,540,mar0124 mar0137,"$69.99, €69.99 | More",
71410-0,Super Mario,Character Pack Series 5 {Random box},2022,,,"$5.99, €5.99 | More",
71410-1,Super Mario,Red Yoshi,2022,63,mar0127,"$5.99, €5.99",
71410-2,Super Mario,Baby Yoshi,2022,50,mar0128,"$5.99, €5.99",
71410-3,Super Mario,Purple Toad,2022,38,mar0129,"$5.99, €5.99",
71410-4,Super Mario,Hammer Bro,2022,48,mar0130,"$5.99, €5.99",
71410-5,Super Mario,Blue Shy Guy,2022,47,mar0131,"$5.99, €5.99",
71410-6,Super Mario,Toady,2022,45,mar0132,"$5.99, €5.99",
71410-7,Super Mario,Nabbit,2022,51,mar0133,"$5.99, €5.99",
71410-8,Super Mario,Waddlewing,2022,46,mar0134,"$5.99, €5.99",
71410-9,Super Mario,Character Pack Series 5 - Complete,2022,388,9,,
71410-10,Super Mario,Character Pack Series 5 - Sealed Box,2022,,,"$5.99, €5.99 | More",
71411-1,Super Mario,The Mighty Bowser,2022,2807,,"$269.99, €269.99 | More",
71412-1,Super Mario,Big Bad Island,2022,354,mar0022 mar0125 mar0135 mar0136,"$44.99, €44.99 | More",
71757-1,Ninjago,Lloyd's Ninja Mech,2022,57,njo0715 njo0735,"$9.99, €9.99 | More",
71759-1,Ninjago,Ninja Dragon Temple,2022,161,njo0717 njo0745 njo0753,"$44.99, €44.99 | More",
71760-1,Ninjago,Jay's Thunder Dragon EVO,2022,140,njo0723 njo0729,"$19.99, €19.99 | More",
71761-1,Ninjago,Zane's Power Up Mech EVO,2022,95,njo0717 njo0728,"$9.99, €9.99 | More",
71762-1,Ninjago,Kai's Fire Dragon EVO,2022,204,njo0717 njo0736 njo0737,"$34.99, €29.99 | More",
71763-1,Ninjago,Lloyd's Race Car EVO,2022,279,njo0724 njo0725 njo0738,"$34.99, €29.99 | More",
71764-1,Ninjago,Ninja Training Centre,2022,524,njo0718 njo0722 njo0749,"$39.99, €39.99 | More",
71765-1,Ninjago,Ninja Ultra Combo Mech,2022,1104,njo0716 njo0717 njo0718 njo0719 njo0720 njo0721 njo0722,"$89.99, €99.99 | More",
71766-1,Ninjago,Lloyd's Legendary Dragon,2022,747,njo0723 njo0724 njo0725 njo0726,"$69.99, €64.99 | More",
71767-1,Ninjago,Ninja Dojo Temple,2022,1394,8  (3 unique to this set),"$99.99, €99.99 | More",
71768-1,Ninjago,Jay's Golden Dragon Motorbike,2022,137,njo0754 njo0755,"$19.99, €19.99 | More",
71769-1,Ninjago,Cole's Dragon Cruiser,2022,384,njo0756 njo0757 njo0758 njo0759,"$44.99, €44.99 | More",
71770-1,Ninjago,Zane's Golden Dragon Jet,2022,258,njo0760 njo0761 njo0781,"$34.99, €29.99 | More",
71771-1,Ninjago,The Crystal King Temple,2022,703,njo0762 njo0763 njo0764 njo0765 njo0766 njo0782,"$79.99, €79.99 | More",
71772-1,Ninjago,The Crystal King,2022,722,njo0754 njo0765 njo0767 njo0768 njo0769,"$79.99, €64.99 | More",
71773-1,Ninjago,Kai's Golden Dragon Raider,2022,624,njo0754 njo0759 njo0770 njo0771 njo0772 njo0773,"$89.99, €99.99 | More",
71774-1,Ninjago,Lloyd's Golden Ultra Dragon,2022,989,9  (1 unique to this set),"$149.99, €149.99 | More",
71775-1,Ninjago,Nya's Samurai X MECH,2022,1003,8  (5 unique to this set),"$119.99, €119.99 | More",
71776-1,Ninjago,Jay and Nya's Race Car EVO,2022,536,njo0718 njo0726 njo0738 njo0744,"$49.99, €49.99 | More",
75320-1,Star Wars,Snowtrooper Battle Pack,2022,105,sw1178 sw1179 sw1181 sw1182,"$19.99, €19.99 | More",
75321-1,Star Wars,The Razor Crest Microfighter,2022,98,sw1166,"$9.99, €9.99 | More",
75322-1,Star Wars,Hoth AT-ST,2022,586,sw1183 sw1184 sw1185 sw1190,"$49.99, €49.99 | More",
75323-1,Star Wars,The Justifier,2022,1022,sw1148 sw1159 sw1214 sw1215 sw1219,"$169.99, €169.99 | More",
75324-1,Star Wars,Dark Trooper Attack,2022,166,sw1161 sw1191,"$34.99, €34.99 | More",
75325-1,Star Wars,The Mandalorian's N-1 Starfighter,2022,412,sw1113 sw1210 sw1211 sw1212,"$59.99, €64.99 | More",
75326-1,Star Wars,Boba Fett's Throne Room,2022,732,sw1158 sw1192 sw1193 sw1194 sw1195 sw1196 sw1197,"$99.99, €99.99 | More",
75327-1,Star Wars,Luke Skywalker (Red Five) Helmet,2022,675,,"$69.99, €69.99 | More",
75328-1,Star Wars,The Mandalorian Helmet,2022,584,,"$69.99, €69.99 | More",
75329-1,Star Wars,Death Star Trench Run Diorama,2022,665,,"$69.99, €69.99 | More",
75330-1,Star Wars,Dagobah Jedi Training Diorama,2022,1000,sw0906 sw1199 sw1200,"$89.99, €89.99 | More",
75331-1,Star Wars,The Razor Crest,2022,6187,sw1113 sw1242 sw1243 sw1244,"$599.99, €599.99 | More",
75332-1,Star Wars,AT-ST,2022,87,sw1217 sw1218 sw1229,"$34.99, €34.99 | More",
75333-1,Star Wars,Obi-Wan Kenobi's Jedi Starfighter,2022,282,sw1216 sw1220 sw1221,"$29.99, €34.99 | More",
75334-1,Star Wars,Obi-Wan Kenobi vs. Darth Vader,2022,408,sw1225 sw1226 sw1227 sw1228,"$49.99, €49.99 | More",
75335-1,Star Wars,BD-1,2022,1062,sw1213,"$99.99, €99.99 | More",
75336-1,Star Wars,Inquisitor Transport Scythe,2022,924,sw1222 sw1223 sw1224 sw1237,"$99.99, €99.99 | More",
75337-1,Star Wars,AT-TE Walker,2022,1082,sw0001c sw1233 sw1234 sw1235 sw1236,"$139.99, €139.99 | More",
75338-1,Star Wars,Ambush on Ferrix,2022,679,sw1230 sw1231 sw1232,"$69.99, €79.99 | More",
75339-1,Star Wars,Death Star Trash Compactor Diorama,2022,802,sw0532 sw0994 sw1201 sw1202 sw1203 sw1204,"$89.99, €89.99 | More",
75340-1,Star Wars,LEGO Star Wars Advent Calendar,2022,329,8  (4 unique to this set),"$44.99, €34.99 | More",
75341-1,Star Wars,Luke Skywalker's Landspeeder,2022,1890,sw0778 sw1209,"$239.99, €239.99 | More",
75342-1,Star Wars,Republic Fighter Tank,2022,262,sw0001c sw1205 sw1206 sw1207,"$39.99, €44.99 | More",
75343-1,Star Wars,Dark Trooper Helmet,2022,693,,"$69.99, €69.99 | More",
75571-1,Avatar,Neytiri & Thanator vs. AMP Suit Quaritch,2022,560,avt001 avt002,"$44.99, €44.99 | More",
75572-1,Avatar,Jake & Neytiri's First Banshee Flight,2022,572,avt012 avt013,"$59.99, €54.99 | More",
75573-1,Avatar,Floating Mountains: Site 26 & RDA Samson,2022,887,avt007 avt008 avt009 avt010 avt011,"$99.99, €99.99 | More",
75574-1,Avatar,Toruk Makto & Tree of Souls,2022,1212,avt003 avt004 avt005 avt006,"$149.99, €149.99 | More",
76179-1,DC Comics Super Heroes,Batman & Selina Kyle Motorcycle Pursuit,2022,149,sh0786 sh0788,"$14.99, €14.99 | More",
76181-1,DC Comics Super Heroes,Batmobile: The Penguin Chase,2022,392,sh0786 sh0790,"$29.99, €29.99 | More",
76183-1,DC Comics Super Heroes,Batcave: The Riddler Face-Off,2022,581,sh0784 sh0785 sh0786 sh0787 sh0788 sh0789,"$79.99, €69.99 | More",
76202-1,Marvel Super Heroes,Wolverine Mech Armor,2022,141,sh0805,"$9.99, €9.99 | More",
76203-1,Marvel Super Heroes,Iron Man Mech Armor,2022,130,sh0806,"$9.99, €9.99 | More",
76204-1,Marvel Super Heroes,Black Panther Mech Armor,2022,124,sh0807,"$9.99, €9.99 | More",
76205-1,Marvel Super Heroes,Gargantos Showdown,2022,264,sh0793 sh0801 sh0802,"$29.99, €29.99 | More",
76206-1,Marvel Super Heroes,Iron Man Figure,2022,381,,"$39.99, €44.99 | More",
76207-1,Marvel Super Heroes,Attack on New Asgard,2022,159,sh0811 sh0812 sh0815,"$19.99, €19.99 | More",
76208-1,Marvel Super Heroes,The Goat Boat,2022,564,sh0811 sh0812 sh0814 sh0815 sh0816,"$59.99, €59.99 | More",
76209-1,Marvel Super Heroes,Thor's Hammer,2022,979,sh0804,"$99.99, €119.99 | More",
76210-1,Marvel Super Heroes,Hulkbuster,2022,4049,sh0850,"$549.99, €549.99 | More",
76211-1,Marvel Super Heroes,Shuri's Sunbird,2022,355,sh0840 sh0843 sh0844 sh0848,"$49.99, €49.99 | More",
76212-1,Marvel Super Heroes,Shuri's Lab,2022,58,sh0735 sh0839,"$9.99, €9.99 | More",
76213-1,Marvel Super Heroes,King Namor's Throne Room,2022,355,sh0840 sh0841 sh0843,"$34.99, €34.99 | More",
76214-1,Marvel Super Heroes,Black Panther: War on the Water,2022,545,sh0841 sh0842 sh0845 sh0846 sh0847,"$89.99, €89.99 | More",
76215-1,Marvel Super Heroes,Black Panther,2022,2961,,"$349.99, €349.99 | More",
76216-1,Marvel Super Heroes,Iron Man Armory,2022,496,8  (4 unique to this set),"$89.99, €89.99 | More",
76217-1,Marvel Super Heroes,I am Groot,2022,476,,"$54.99, €49.99 | More",
76218-1,Marvel Super Heroes,Sanctum Sanctorum,2022,2708,9  (7 unique to this set),"$249.99, €249.99 | More",
76219-1,Marvel Super Heroes,Spider-Man & Green Goblin Mech Battle,2022,296,sh0684 sh0813,"$19.99, €19.99 | More",
76220-1,DC Comics Super Heroes,Batman versus Harley Quinn,2022,42,sh0513 sh0838,"$9.99, €14.99 | More",
76223-1,Marvel Super Heroes,Nano Gauntlet,2022,675,,"$69.99, €69.99 | More",
76225-1,Marvel Super Heroes,Miles Morales Figure,2022,238,,"$24.99, €29.99 | More",
76226-1,Marvel Super Heroes,Spider-Man Figure,2022,258,,"$24.99, €29.99 | More",
76230-1,Marvel Super Heroes,Venom Figure,2022,297,,"$24.99, €29.99 | More",
76231-1,Marvel Super Heroes,Guardians of the Galaxy Advent Calendar,2022,268,sh0742 sh0745 sh0834 sh0835 sh0836 sh0837,"$44.99, €34.99 | More",
76396-1,Harry Potter,Hogwarts Moment: Divination Class,2022,297,hp332 hp333 hp334,"$29.99, €29.99 | More",
76397-1,Harry Potter,Hogwarts Moment: Defence Against the Dark Arts Class,2022,257,90398pb045 hp329 hp330 hp331,"$29.99, €29.99 | More",
76398-1,Harry Potter,Hogwarts Hospital Wing,2022,510,hp325 hp326 hp327 hp328,"$49.99, €49.99 | More",
76399-1,Harry Potter,Hogwarts Magical Trunk,2022,603,hp274,"$64.99, €64.99 | More",
76400-1,Harry Potter,Hogwarts Carriage and Thestrals,2022,121,hp346 hp347,"$19.99, €19.99 | More",
76401-1,Harry Potter,Hogwarts Courtyard: Sirius's Rescue,2022,345,hp345 hp364 hp365,"$49.99, €49.99 | More",
76402-1,Harry Potter,Hogwarts: Dumbledore's Office,2022,654,hp266 hp282 hp353 hp354 hp355 hp366,"$79.99, €89.99 | More",
76403-1,Harry Potter,The Ministry of Magic,2022,990,10  (9 unique to this set),"$99.99, €99.99 | More",
76404-1,Harry Potter,LEGO Harry Potter Advent Calendar,2022,334,8  (6 unique to this set),"$44.99, €34.99 | More",
76405-1,Harry Potter,Hogwarts Express - Collectors' Edition,2022,5129,20  (16 unique to this set),"$499.99, €499.99 | More",
76406-1,Harry Potter,Hungarian Horntail Dragon,2022,671,hp349,"$49.99, €49.99 | More",
76407-1,Harry Potter,The Shrieking Shack & Whomping Willow,2022,777,hp180 hp326 hp327 hp348 hp351 hp352 hp367,"$89.99, €89.99 | More",
76408-1,Harry Potter,12 Grimmauld Place,2022,1083,9  (9 unique to this set),"$119.99, €129.99 | More",
76830-1,Disney,Zyclops Chase,2022,87,dis070 dis071,"$19.99, €19.99 | More",
76831-1,Disney,Zurg Battle,2022,261,dis065 dis069,"$34.99, €34.99 | More",
76832-1,Disney,XL-15 Spaceship,2022,497,dis066 dis067 dis068,"$49.99, €49.99 | More",
10278-1,Icons,Police Station,2021,2923,twn402 twn403 twn404 twn405 twn406,"$199.99, €199.99 | More",
10279-1,Icons,Volkswagen T2 Camper Van,2021,2207,,"$179.99, €159.99 | More",
10280-1,Icons,Flower Bouquet,2021,756,,"$59.99, €59.99 | More",
10281-1,Icons,Bonsai Tree,2021,878,,"$49.99, €49.99 | More",
10282-1,Icons,Adidas Originals Superstar,2021,731,,"$79.99, €89.99 | More",
10282-2,Icons,Adidas Originals Superstar X Footshop 'Blueprinting',2021,974,,"$79.99, €89.99 | More",
10283-1,Icons,NASA Space Shuttle Discovery,2021,2354,,"$199.99, €199.99 | More",
10284-1,Icons,Camp Nou - FC Barcelona,2021,5509,,"$349.99, €329.99 | More",
10289-1,Icons,Bird of Paradise,2021,1173,,"$99.99, €99.99 | More",
10290-1,Icons,Pickup Truck,2021,1677,,"$129.99, €129.99 | More",
10291-1,Icons,Queer Eye – The Fab 5 Loft,2021,974,que001 que002 que003 que004 que005 que006 que007,"$99.99, €99.99 | More",
10292-1,Icons,The Friends Apartments,2021,2048,ftv001 ftv002 ftv003 ftv004 ftv005 ftv006 ftv007,"$179.99, €179.99 | More",
10293-1,Icons,Santa's Visit,2021,1445,hol254 hol255 hol256 hol368,"$99.99, €99.99 | More",
10294-1,Icons,Titanic,2021,9090,,"$679.99, €679.99 | More",
10295-1,Icons,Porsche 911,2021,1458,,"$169.99, €169.99 | More",
10772-1,Disney,Mickey Mouse's Propeller Plane,2021,59,dis049,"$9.99, €9.99 | More",
10773-1,Disney,Minnie Mouse's Ice Cream Shop,2021,100,dis055 dis056,"$19.99, €19.99 | More",
10774-1,Disney,Mickey Mouse & Minnie Mouse's Space Rocket,2021,88,dis047 dis048,"$19.99, €19.99 | More",
10775-1,Disney,Mickey Mouse & Donald Duck's Farm,2021,118,dis053 dis054,"$29.99, €29.99 | More",
10776-1,Disney,Mickey & Friends Fire Truck & Station,2021,144,dis050 dis051 dis052,"$39.99, €49.99 | More",
10939-1,Duplo,T. rex and Triceratops Dinosaur Breakout,2021,36,47394pb321,"$29.99, €29.99 | More",
10940-1,Duplo,Spider-Man Headquarters,2021,36,47394pb311 47394pb312 47394pb324,"$29.99, €29.99 | More",
10941-1,Duplo,Mickey & Minnie Birthday Train,2021,22,47394pb194 47394pb258,"$29.99, €34.99 | More",
10942-1,Duplo,Minnie's House and Cafe,2021,91,47394pb313 47394pb319,"$49.99, €49.99 | More",
10943-1,Duplo,Happy Childhood Moments,2021,227,47205pb077 47205pb078 47205pb079 47394pb303 47394pb304 47394pb305 47394pb306,"$99.99, €99.99 | More",
10944-1,Duplo,Space Shuttle Mission,2021,23,47394pb309 47394pb310,"$19.99, €19.99 | More",
10945-1,Duplo,Garbage Truck and Recycling,2021,19,47205pb068 47394pb314,"$19.99, €19.99 | More",
10946-1,Duplo,Family Camping Van Adventure,2021,30,47205pb087 47205pb088 47394pb307 47394pb318,"$29.99, €29.99 | More",
10947-1,Duplo,Race Cars,2021,44,47394pb315 47394pb316,"$49.99, €49.99 | More",
10948-1,Duplo,Parking Garage and Car Wash,2021,112,47205pb086 47394pb280 47394pb283 47394pb317,"$99.99, €99.99 | More",
10949-1,Duplo,Farm Animal Care,2021,11,,"$9.99, €9.99 | More",
10950-1,Duplo,Farm Tractor & Animal Care,2021,27,47205pb084 47394pb308,"$19.99, €19.99 | More",
10951-1,Duplo,Horse Stable and Pony Care,2021,65,47205pb081 47205pb083,"$29.99, €29.99 | More",
10952-1,Duplo,"Barn, Tractor & Farm Animal Care",2021,97,47205pb073 47205pb080 47205pb082 47394pb307,"$59.99, €69.99 | More",
10953-1,Duplo,Unicorn,2021,8,,"$9.99, €9.99 | More",
10954-1,Duplo,Number Train - Learn To Count,2021,23,47205pb079 47205pb086,"$19.99, €19.99 | More",
10955-1,Duplo,Animal Train,2021,15,,"$19.99, €19.99 | More",
10956-1,Duplo,Amusement Park,2021,95,47205pb071 47205pb074 47205pb079 47205pb089 47394pb280 47394pb284 47394pb323,"$109.99, €129.99 | More",
10957-1,Duplo,Fire Helicopter & Police Car,2021,14,,"$9.99, €9.99 | More",
10958-1,Duplo,Creative Birthday Party,2021,200,47205pb071 47205pb074,"$59.99, €59.99 | More",
10961-1,Duplo,Airplane & Airport,2021,28,47205pb072 47394pb320 47394pb322,"$29.99, €29.99 | More",
11012-1,Classic,Creative White Bricks,2021,60,,"$4.99, €4.99 | More",
11013-1,Classic,Creative Transparent Bricks,2021,500,,"$29.99, €34.99 | More",
11014-1,Classic,Bricks and Wheels,2021,653,,"$39.99, €49.99 | More",
11015-1,Classic,Around the World,2021,950,,"$49.99, €49.99 | More",
11016-1,Classic,Creative Building Bricks,2021,1200,,"$49.99, €49.99 | More",
11944-1,Creator,Skull,2021,39,,,
11945-1,Creator,Steam Locomotive,2021,38,,,
11946-1,Creator,Penguin,2021,48,,,
11947-1,Creator,Time Machine,2021,39,,,
11948-1,Creator,Carnivorous Plant,2021,43,,,
11949-1,Creator,Parrot,2021,44,,,
11950-1,Creator,Racing Car,2021,34,,,
11951-1,Creator,Orangutan,2021,51,,,
11952-1,Creator,Wind Energy,2021,38,,,
11953-1,Creator,Gecko,2021,36,,,
11954-1,Creator,UFO,2021,40,,,
11955-1,Creator,Lion,2021,47,,,
11956-1,Miscellaneous,Super Nature parts,2021,51,,,
11957-1,Miscellaneous,Magical Ideas parts,2021,32,,,
21056-1,Architecture,Taj Mahal,2021,2022,,"$119.99, €119.99 | More",
21164-1,Minecraft,The Coral Reef,2021,92,min088 min089,"$9.99, €9.99 | More",
21165-1,Minecraft,The Bee Farm,2021,238,min091 min092,"$19.99, €19.99 | More",
21166-1,Minecraft,The 'Abandoned' Mine,2021,248,min009 min010,"$19.99, €22.99 | More",
21167-1,Minecraft,The Trading Post,2021,201,min009 min011 min087,"$19.99, €22.99 | More",
21168-1,Minecraft,The Warped Forest,2021,287,min095 min096 min097,"$29.99, €29.99 | More",
21169-1,Minecraft,The First Adventure,2021,542,min009 min011 min017,"$69.99, €59.99 | More",
21170-1,Minecraft,The Pig House,2021,490,min012 min017,"$49.99, €49.99 | More",
21171-1,Minecraft,The Horse Stable,2021,241,min065 min099,"$19.99, €19.99 | More",
21172-1,Minecraft,The Ruined Portal,2021,316,min025 min098,"$29.99, €29.99 | More",
21173-1,Minecraft,The Sky Tower,2021,565,min104,"$59.99, €59.99 | More",
21174-1,Minecraft,The Modern Treehouse,2021,909,min010 min052 min106 min107,"$119.99, €119.99 | More",
21176-1,Minecraft,The Jungle Abomination,2021,489,min100 min101 min102 min103 min105,"$39.99, €39.99 | More",
21226-1,Art,Art Project - Create Together,2021,4138,,"$119.99, €119.99 | More",
21325-1,Ideas,Medieval Blacksmith,2021,2164,idea082 idea083 idea084 idea085,"$179.99, €179.99 | More",
21326-1,Ideas,Winnie the Pooh,2021,1265,idea086 idea087 idea088 idea089 idea090,"$99.99, €99.99 | More",
21327-1,Ideas,Typewriter,2021,2079,,"$249.99, €249.99 | More",
21328-1,Ideas,Seinfeld,2021,1326,idea092 idea093 idea094 idea095 idea096,"$79.99, €79.99 | More",
21329-1,Ideas,Fender Stratocaster,2021,1074,,"$119.99, €119.99 | More",
21330-1,Ideas,Home Alone,2021,3955,idea099 idea100 idea101 idea102 idea103,"$299.99, €299.99 | More",
30331-1,Minecraft,The Nether Duel,2021,28,min009 min090,,
30332-1,Duplo,My First Space Rocket,2021,8,,,
30343-1,Speed Champions,McLaren Elva,2021,85,,,
30344-1,Monkie Kid,Mini Monkey King Warrior Mech,2021,65,,,
30387-1,Despicable Me,Bob Minion with Robot Arms,2021,75,mnn015,"$4.99, €3.99 | More",
30388-1,Star Wars,Imperial Shuttle,2021,85,,,
30389-1,Super Mario,Fuzzy & Mushroom Platform,2021,39,mar0021,,
30391-1,Disney,Rapunzel's Boat,2021,32,dp107,,
30392-1,Harry Potter,Hermione's Study Desk,2021,31,hp315,,
30413-1,Friends,Flower Cart,2021,55,frnd0314 frnd0418,,
30414-1,Friends,Emma's Magical Box,2021,67,frnd0465,,
30454-1,Marvel Super Heroes,Shang-Chi and The Great Protector,2021,55,sh0700,,
30465-1,Technic,Helicopter,2021,70,,,
30539-1,Ninjago,Lloyd's Quad Bike,2021,39,njo0681,,
30557-1,Dots,Photo Holder Cube,2021,109,,,
30558-1,Disney,Raya and the Ongi's Heart Lands Adventure,2021,49,dp118,,
30563-1,Miscellaneous,Build Your Own Snail with Superpowers - Make It Yours,2021,36,,,
30564-1,Miscellaneous,Build Your Own Monster or Vehicles – Make It Yours,2021,60,,,
30565-1,Creator,Birthday Clown,2021,59,,"$4.99, €4.99",
30566-1,City,Fire Helicopter,2021,35,cty1237,€3.99 | More,
30567-1,City,Police Water Scooter,2021,33,cty1263,,
30568-1,City,Skater,2021,40,cty1238,,
30569-1,City,LEGO Stand,2021,47,cty1239,,
30570-1,City,Wildlife Rescue Hovercraft,2021,35,cty1292,,
30577-1,Creator,Super Muscle Car,2021,63,,"$4.99, €4.99",
30578-1,Creator,German Shepherd,2021,76,,,
30579-1,Creator,Easter Chick Egg,2021,52,,"$4.99, €3.99 | More",
30580-1,Creator,Santa Claus,2021,69,,,
30591-1,Ninjago,Titanium Mini Mech,2021,77,,,
31111-1,Creator,Cyber Drone,2021,113,twn401,"$9.99, €9.99 | More",
31112-1,Creator,Wild Lion,2021,224,,"$14.99, €14.99 | More",
31113-1,Creator,Race Car Transporter,2021,328,,"$19.99, €24.99 | More",
31114-1,Creator,Superbike,2021,236,,"$19.99, €19.99 | More",
31115-1,Creator,Space Mining Mech,2021,327,,"$24.99, €24.99 | More",
31116-1,Creator,Safari Wildlife Tree House,2021,397,twn409 twn410,"$29.99, €29.99 | More",
31117-1,Creator,Space Shuttle Adventure,2021,486,twn411,"$39.99, €49.99 | More",
31118-1,Creator,Surfer Beach House,2021,564,twn407 twn408,"$49.99, €49.99 | More",
31119-1,Creator,Ferris Wheel,2021,1002,twn412 twn413 twn414 twn415 twn416,"$79.99, €89.99 | More",
31120-1,Creator,Medieval Castle,2021,1426,cas554 cas555 cas556 gen047,"$99.99, €99.99 | More",
31121-1,Creator,Crocodile,2021,454,,"$29.99, €29.99 | More",
31122-1,Creator,Fish Tank,2021,352,,"$29.99, €29.99 | More",
31201-1,Art,Harry Potter Hogwarts Crests,2021,4249,,"$119.99, €119.99 | More",
31202-1,Art,Disney's Mickey Mouse,2021,2658,,"$119.99, €119.99 | More",
31203-1,Art,World Map,2021,11695,,"$249.99, €249.99 | More",
40417-1,Seasonal,Year of the Ox,2021,168,,,
40420-1,BrickHeadz,"Gru, Stuart and Otto",2021,244,,"$19.99, €19.99 | More",
40421-1,BrickHeadz,"Belle Bottom, Kevin and Bob",2021,309,,"$19.99, €19.99 | More",
40440-1,BrickHeadz,German Shepherds,2021,247,,"$14.99, €14.99 | More",
40441-1,BrickHeadz,Shorthair Cats,2021,250,,"$14.99, €14.99 | More",
40442-1,BrickHeadz,Goldfish,2021,186,,"$14.99, €14.99 | More",
40443-1,BrickHeadz,Budgies,2021,261,,"$14.99, €14.99 | More",
40448-1,Ideas,Vintage Car,2021,189,idea080 idea081,,
40449-1,Seasonal,Easter Bunny's Carrot House,2021,232,,,
40450-1,Promotional,Amelia Earhart Tribute,2021,200,gen152,,
40451-1,Star Wars,Tatooine Homestead,2021,217,,"$16.99, €16.99",
40452-1,Harry Potter,Hogwarts Gryffindor Dorms,2021,148,hp142 hp143,,
40453-1,DC Comics Super Heroes,Batman vs. The Penguin & Harley Quinn,2021,63,sh0647 sh0650 sh0689,"$14.99, €14.99 | More",
40454-1,Marvel Super Heroes,Spider-Man versus Venom and Iron Venom,2021,63,sh0542 sh0684 sh0697 sh0698,"$14.99, €14.99 | More",
40456-1,Brick Sketches,Mickey Mouse,2021,118,,"$16.99, €16.99 | More",
40457-1,Brick Sketches,Minnie Mouse,2021,140,,"$16.99, €16.99 | More",
40458-1,Promotional,LEGO House Chef,2021,6,,,
40460-1,Botanicals,Roses,2021,120,,"$14.99, €14.99 | More",
40461-1,Creator,Tulips,2021,111,,"$9.99, €9.99 | More",
40462-1,Seasonal,Valentine's Brown Bear,2021,245,,"$14.99, €14.99 | More",
40463-1,Seasonal,Easter Bunny,2021,293,,"$14.99, €14.99 | More",
40464-1,Xtra,Chinatown,2021,35,,"$3.99, €3.99 | More",
40465-1,Xtra,Food,2021,36,,"$3.99, €3.99 | More",
40466-1,BrickHeadz,Chinese New Year Pandas,2021,249,,"$19.99, €19.99 | More",
40468-1,Creator,Yellow Taxi,2021,124,,"$9.99, €9.99 | More",
40469-1,Creator,Tuk Tuk,2021,155,,"$9.99, €9.99 | More",
40472-1,Monkie Kid,Monkie Kid's RC Race,2021,57,mk013 mk045 mk046,"$12.99, €12.99 | More",
40473-1,Promotional,LEGOLAND Water Park,2021,360,LLP025 LLP026 LLP027 LLP028 njo0446,"$39.99, €39.99",
40476-1,BrickHeadz,Daisy Duck,2021,110,,"$9.99, €9.99 | More",
40477-1,BrickHeadz,"Scrooge McDuck, Huey, Dewey & Louie",2021,340,,"$24.99, €24.99 | More",
40478-1,Disney,Mini Disney Castle,2021,567,dis057,"$39.99, €39.99 | More",
40479-1,BrickHeadz,Dalmatians,2021,252,,"$14.99, €14.99 | More",
40480-1,BrickHeadz,Ginger Tabby,2021,269,,"$14.99, €14.99 | More",
40481-1,BrickHeadz,Cockatiel,2021,219,,"$14.99, €14.99 | More",
40482-1,BrickHeadz,Hamster,2021,243,,"$14.99, €14.99 | More",
40483-1,Star Wars,Luke Skywalker's Lightsaber,2021,173,,,
40484-1,Seasonal,Santa's Front Yard,2021,317,hol257,,
40485-1,Icons,FC Barcelona Celebration,2021,178,soc144 soc145 soc146 soc147 soc148,,
40486-1,Icons,Mini Adidas Originals Superstar,2021,92,gen156,,
40487-1,Ideas,Sailboat Adventure,2021,330,idea097 idea098,,
40488-1,Creator,Coffee Cart,2021,149,twn446 twn447,,
40489-1,Seasonal,Mr. and Mrs. Claus' Living Room,2021,344,,,
40490-1,BrickHeadz,NINJAGO 10,2021,406,,"$29.99, €29.99 | More",
40492-1,BrickHeadz,La Catrina,2021,141,,"$9.99, €9.99 | More",
40493-1,Seasonal,Spider & Haunted House Pack,2021,132,,$9.99 | More,
40494-1,Seasonal,Polar Bear & Gift Pack,2021,142,,"$9.99, €9.99 | More",
40495-1,BrickHeadz,"Harry, Hermione, Ron & Hagrid",2021,466,,"$24.99, €24.99 | More",
